oui,company_name,address1,address2,country
38:59:f8,MindMade Sp. z o.o.,Sniadeckich 10,Warsaw    00-656,PL
e8:92:18,Arcontia International AB,Gruvgatan 35A,Vastra Frolunda    421 30,SE
00:75:e1,"Ampt, LLC",4850 Innovation Drive,Fort Collins  Colorado  80525,US
d4:6a:91,SnapAV,1800 Continental Blvd,Charlotte    28273,US
b0:79:3c,Revolv Inc,2060 Broadway #380,Boulder  CO  80302,US
4c:df:3d,TEAM ENGINEERS ADVANCE TECHNOLOGIES INDIA PVT LTD,"A-1/2/A,IDA UPPAL,",HYDERABAD  AP  500039,IN
98:cd:b4,"Virident Systems, Inc.",500 Yosemite Dr.,Milpitas  CA  95035,US
a4:23:05,Open Networking Laboratory,1000 El Camino Real,Menlo Park  CA  94025,US
cc:2a:80,"Micro-Biz intelligence solutions Co.,Ltd","Room 611,Sunshine Building",Zhuhai City  Guangdong Province  519000,CN
34:cd:6d,CommSky Technologies,4655 Old Ironsides Dr,Santa Clara  CA  95054,US
b0:fe:bd,Private,,60-69-9B   (hex)		isepos GmbH,60699B     (base 16)		isepos GmbH
d4:d5:0d,"Southwest Microwave, Inc",9055 S McKemy St,Tempe  AZ  85284,US
e4:38:f2,Advantage Controls,4700 Harold Abitz Dr.,Muskogee  OK  74403,US
c4:c7:55,"Beijing HuaqinWorld Technology Co.,Ltd","30F,Beijing Silver Tower,No.2 North Road,",Beijing  100027,CN
0c:2d:89,QiiQ Communications Inc.,30 East Beaver Creek Road,Richmond Hill  Ontario  L4B 1J2,CA
a8:d2:36,Lightware Visual Engineering,Peterdy utca 15.,Budapest  H-1071,HU
4c:55:b8,Turkcell Teknoloji,TUBITAK MAM Teknoloji Serbest Bolgesi Gebze,Kocaeli    41470,TR
78:8d:f7,Hitron Technologies. Inc,"No. 1-8, Lising 1st Rd. Hsinchu Science Park, Hsinchu, 300, Taiwan, R.O.C",Hsin-chu  Taiwan  300,TW
94:50:47,Rechnerbetriebsgruppe,Werner von Siemens Str. 64,Würzburg  Bayern  97076,DE
e0:31:d0,"SZ Telstar CO., LTD","Telstar Technology Park No.12&14, Longtong Industrial Zone",Shenzhen  Guangdong  518172,CN
54:11:2f,Sulzer Pump Solutions Finland Oy,Lentokentaentie 44,Lappeenranta    FI-53600,FI
08:80:39,Cisco SPVTG,5030 Sugarloaf Parkway,Lawrenceville  GA  30044,US
98:10:94,"Shenzhen Vsun communication technology Co.,ltd","Room 1903, Block A,",Shenzhen  Guangdong  518000,CN
a4:f3:c1,"Open Source Robotics Foundation, Inc.",419 N Shoreline Blvd,Mountain View  CA  94043,US
14:13:30,Anakreon UK LLP,5-th Floor,London  EC3V 0EH,GB
74:ca:25,"Calxeda, Inc.",7000 North Mopac Expressway,Austin  TX  78731,US
b4:34:6c,MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED,22/F. TWO INTERNATIONAL FINANCE CTR,Hong Kong  Hong Kong  999077,HK
90:46:b7,Vadaro Pte Ltd,71 Ayer Rajah Crescent,139951,SG
04:cf:25,"MANYCOLORS, INC.","3F, 4-1-18 Jinnoharu",Kitakyushu  Fukuoka  8070821,JP
b0:50:bc,"SHENZHEN BASICOM ELECTRONIC CO.,LTD.","Basicom industry park, Baolong Avenue 3rd Road, Baolong industry town",Shenzhen  Guangdong  518116,CN
84:1e:26,"KERNEL-I Co.,LTD","#606,ACE Techno Tower 10,470-5","Gasan-Dong, Geumcheon-gu, Seoul  Korea  153-789",KR
dc:70:14,Private,,"50-B8-A2   (hex)		ImTech Technologies LLC,","50B8A2     (base 16)		ImTech Technologies LLC,"
b0:4c:05,Fresenius Medical Care Deutschland GmbH,Hafenstr. 9,Schweinfurt    97424,DE
5c:a3:eb,Lokel s.r.o.,Moravska 797/85,Ostrava  Moravskoslezsky  700 30,CZ
e4:f3:e3,"Shanghai iComhome Co.,Ltd.",Small second floor of No.773 Siping Road,Shanghai  200092,CN
00:86:a0,Private,,60-FE-1E   (hex)		China Palms Telecom.Ltd,60FE1E     (base 16)		China Palms Telecom.Ltd
04:bf:a8,ISB Corporation,"1-2-1 Shinyokohama, Kohoku-ku",Yokohama  Kanagawa  222-0033,JP
8c:c7:d0,"zhejiang ebang communication co.,ltd","1418-36#,Moganshan Road",hangzhou  zhejiang  310013,CN
b8:ae:6e,"Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU",KYOTO  KYOTO  601-8501,JP
d0:eb:03,Zhehua technology limited,"Room 2206,No 1079,A,ZhanTao Technology Building, MinZhi Street, Longhua District","Tortoal British Virgin Island,Hong Kong  Shenzhen,Guang Dong  518131",CN
68:3e:ec,ERECA,"75, Rue d&#39;Orgemont",Saint GRATIEN    95210,FR
0c:2a:e7,Beijing General Research Institute of Mining and Metallurgy,"Building 23, Zone 18 of ABP, No. 188",Beijing  100160,CN
98:30:71,DAIKYUNG VASCOM,"DAIKYUNG Bldg.#1164-15,Gaepo-dong",Gangnam-gu  Seoul  135-960,KR
d4:95:24,"Clover Network, Inc.",415 N Mathilda Ave,Sunnyvale  CA  94085,US
0c:04:00,Jantar d.o.o.,Kranjska cesta 24,Naklo  Slovenia  4202,SI
68:7c:d5,"Y Soft Corporation, a.s.",Technicka 2948/13,Brno  Czech Republic  616 00,CZ
c0:4d:f7,SERELEC,"2, Chemin du Génie",VENISSIEUX CEDEX    69633,FR
50:a7:15,"Aboundi, Inc.","4 Bud Way, Unit 10",Nashua  NH  03063,US
c4:26:28,Airo Wireless,12 Piedmont Center,Atlanta  GA  30305,US
30:aa:bd,"Shanghai Reallytek Information Technology Co.,Ltd","Building No.1-906, No.3000 Long Dong Avenue",Shanghai    201203,CN
a4:b8:18,PENTA Gesellschaft für elektronische Industriedatenverarbeitung mbH,Ulrichsberger Str. 17,Deggendorf    94469,DE
0c:84:84,Zenovia Electronics Inc.,"#206, 506B St. Albert Rd.",St. Albert  AB  T8N 5Z1,CA
00:59:07,"LenovoEMC Products USA, LLC",22 South St,Hopinkton  MA  01748,US
a8:61:aa,Cloudview Limited,Kingsway House,St Peter Port  Guernsey  GY1 2QE,GB
0c:f4:05,"Beijing Signalway Technologies Co.,Ltd","Room B 1905,Tri-tower",Haidian District  Beijing  100190,CN
50:61:d6,Indu-Sol GmbH,Blumenstr. 3,Schmölln  Thüringen  04626,DE
fc:11:86,Logic3 plc,Rhodes Way,Watford  Hertfordshire  WD24 4YW,GB
c8:b3:73,"Cisco-Linksys, LLC",121 Theory Drive,Irvine  California  92612,US
2c:24:5f,Babolat VS,93 rue Andre Bollier,Lyon  69007,FR
90:56:92,Autotalks Ltd.,Kfar Netter,Israel  40593,IL
c8:ee:a6,"Shenzhen SHX Technology Co., Ltd","6F,No.10 buliding,JiuXiangling Industial Zone,Xili,",Shenzhen  Guangdong  518055,CN
24:81:aa,"KSH International Co., Ltd.","2F, No.17 Minsheng Rd, Xindian Dist.,",New Taipei City    23150,US
e0:18:77,FUJITSU LIMITED,"403, Kosugi-cho 1-chome, Nakahara-ku",Kawasaki  Kanagawa  211-0063,JP
e4:57:a8,"Stuart Manufacturing, Inc.",1615 East Wallace Street,Fort Wayne  Indiana  46803,US
4c:cc:34,Motorola Solutions Inc.,One Motorola Plaza,Holtsville  NY  11742,US
d0:d4:71,"MVTECH co., Ltd","#1004, Hanshin IT Tower, 235, Guro 3-dong, Guro-Gu",SEOUL    152-768,KR
08:68:d0,Japan System Design,Skyhills Deshio 3F,Hiroshima  734-0001,JP
d4:22:3f,Lenovo Mobile Communication Technology Ltd.,"No.999,Qishan North 2nd Road,Information&Optoelectronics Park,Torch Hi-tech Industry Development Zone,",Xiamen  Fujian  361006,US
e8:e8:75,iS5 Communications Inc.,#1-1815 Meyerside Drive,Mississauga  Ontario  L5T 1G3,CA
c8:0e:95,OmniLync Inc.,51a Bennington St.,Newton  MA  02458,US
10:4d:77,Innovative Computer Engineering,10302 Eaton Place STE 100,Fairfax  VA  22030,US
5c:e0:ca,"FeiTian United (Beijing) System Technology Co., Ltd.","3 Floor, Tower B, Huizhi Tower",Haidian District  Beijing  100085,CN
e0:81:77,"GreenBytes, Inc.","15 Gray Lane, Suite 301",Ashaway  RI  02804,US
9c:98:11,"Guangzhou Sunrise Electronics Development Co., Ltd","12th Floor,368 GuangZhou Avenue South",Guangzhou  Guangdong  510300,CN
b8:60:91,Onnet Technologies and Innovations LLC,"1, 82/83 Street, New Industrial Area -II",Ajman  Ajman  52141,AE
30:15:18,Ubiquitous Communication Co. ltd.,JEI Platz RM No.410-1,Seoul  153-792,KR
68:97:e8,Society of Motion Picture &amp; Television Engineers,3 Barker Ave. FL5,White Plains  NY  10601,US
7c:a1:5d,GN ReSound A/S,Lautrupbjerg 7,Ballerup  DK-CPH  2750,DK
3c:08:1e,"Beijing Yupont Electric Power Technology Co.,Ltd","No.1,Dizang-an Nanxiang",Beijing  100045,CN
fc:58:fa,"Shen Zhen Shi Xin Zhong Xin Technology Co.,Ltd.","Block 3, Dong Huan Industrial Zone, Sha Jing Town",Shen Zhen  Guang Dong  518000,CN
60:bb:0c,"Beijing HuaqinWorld Technology Co,Ltd","30F,Beijing Silver Tower,No.2 North Road",Chao Yang District  Beijing  100027,CN
10:b9:fe,Lika srl,Via San Lorenzo 25,Carrè  Vicenza  36010,IT
a4:2c:08,Masterwork Automodules,"11F-3, 3,PARK ST., NAN GANG",TAIPEI    11503,TW
8c:07:8c,FLOW DATA INC,2309 GRAND PARK DRIVE,GRAND JUNCTION  CO  81505,US
f8:df:a8,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen   guangdong  518057,CN
a8:95:b0,Aker Subsea Ltd,Kiekhill Industrial Estate,Aberdeen  AB51 3XA,GB
78:99:66,"Musilab Electronics (DongGuan)Co.,Ltd.","A2, LinDong 3 Road, LinCun",DongGuan  Guangdong  523710,CN
28:cb:eb,One,Mechelsesteenweg 326,Edegem  Antwerpen  2650,BE
b8:c4:6f,PRIMMCON INDUSTRIES INC,"137 MinQuan Rd, 5th Floor,",New Taipei    23141,TW
d8:b0:2e,"Guangzhou Zonerich Business Machine Co., LTD.","North Gate, No.17 Yunjun Road, Luogang District",Guangzhou  Guangdong  510530,CN
90:7a:f1,Wally,1415 NE 45th St,Seattle  WA  98105,US
2c:b6:93,Radware,22 Raoul Wallenberg St.,Tel-Aviv    69710,IL
ac:41:22,Eclipse Electronic Systems Inc.,17111 Waterview Parkway,Dallas  TX  75252,US
30:05:5c,"Brother industries, LTD.","1-1-1, Kawagishi, Mizuho-ku,",Nagoya  Aichi  467-8562,JP
08:0e:a8,Velex s.r.l.,Via Dell&#39;Artigianato 56,Vigodarzere  Padova  35010,IT
c4:e0:32,IEEE 1904.1 Working Group,"1351 Redwood Way,",Petaluma  CA  94954,US
84:17:15,GP Electronics (HK) Ltd.,"Gold Peak Industrial Building, 6F",Kwai Chung  NT,HK
58:eb:14,Proteus Digital Health,"2600 Bridge Parkway, Ste 101",Redwood City  California  94065,US
c4:58:c2,"Shenzhen TATFOOK Technology Co., Ltd.","3rd Industrial Area of Shajing Industrial Company, Haoxiang Road",Shenzhen  Guangdong  518104,CN
d0:cd:e1,Scientech Electronics,"4F, No.501-17, Zhong Zheng Rd,",New Taipei City    23148,TW
8c:76:c1,Goden Tech Limited,"ROOM 510-511C2 NAN FUNG TOWER.,",999077,HK
08:f1:b7,Towerstream Corpration,55 Hammerlund Way,Middletown  RI  02842,US
c0:44:e3,"Shenzhen Sinkna Electronics Co., LTD","9 Building, XinXin Tian Industry Area,",Shenzhen  Guangdong  5180000,CN
18:55:0f,Cisco SPVTG,5030 Sugarloaf Parkway,Lawrenceville  GA  30044,US
18:7a:93,AMICCOM Electronics Corporation,"Room A3, 1F., No.1, Lixing 1st Rd",Hsinchu    30078,TW
dc:a9:89,MACANDC,2-nd Filevskaya str.7/6,Moscow    121096,RU
a0:03:63,Robert Bosch Healthcare GmbH,Stuttgarter Stra,Waiblingen  Baden-Württemberg  71332,DE
c4:5d:d8,HDMI Forum,"1140 East Arques Avenue, Suite 900",Sunnyvale  CA  94085,US
c4:eb:e3,RRCN SAS,23 chemin du vieux chene,Meylan  Isere  38246,FR
94:75:6e,QinetiQ North America,137 Delta Drive,Pittsburgh  PA  15238,US
4c:1a:95,"Novakon Co., Ltd.","6F., No. 120, Lane 235, Pao Chiao Road",New Taipei City    23145,TW
64:99:a0,AG Elektronik AB,Smidesv 12,Staffanstorp    24534,SE
84:8e:96,Embertec Pty Ltd,182 Fullarton Road,"Dulwich, Adelaide  South Australia  5065",AU
7c:43:8f,E-Band Communications Corp.,10095 Scripps Ranch Ct.  Ste A,San Diego  CA  92131,US
44:9b:78,The Now Factory,Arkle Road,Dublin 18,IE
f0:f6:69,Motion Analysis Corporation,3617 Westwind Blvd.,Santa Rosa  CA  95403,US
f8:f0:82,NAGTECH LLC,"12A, Krasnolesya Str., off 507",Ekaterinburg  Sverdlovskaya oblast  620110,RU
5c:89:d4,"Beijing Banner Electric Co.,Ltd","Mail Box 1033,Long cheng Garden",Chang Ping District  beijing  102208,CN
18:2a:7b,"Nintendo Co., Ltd.","11-1 HOKOTATE-CHO KAMITOBA, MINAMI-KU",KYOTO  KYOTO  601-8501,JP
68:fb:95,Generalplus Technology Inc.,"3F, No.8, Dusing Rd., Hsinchu Science Park",Hsinchu City    30077,TW
d4:0f:b2,Applied Micro Electronics AME bv,Esp 100,Eindhoven  NB  5633 AA,NL
d0:b4:98,Robert Bosch LLC Automotive Electronics,15000 N Haggerty,Plymouth  Michigan  48170,US
e0:55:97,Emergent Vision Technologies Inc.,SUITE# 239 - 552A CLARKE ROAD,COQUITLAM  British Columbia  V3J 0A3,CA
88:87:dd,DarbeeVision Inc.,401 N. Cotswolds Lane #C,Orange  California  92869,US
30:c8:2a,WI-BIZ srl,Via Carlo Ferrero 10,Cascine Vica Rivoli  Torino  10098,IT
88:a3:cc,Amatis Controls,"210 Aspen Airport Business Center, Suite A",Aspen  CO  81611,US
c0:a0:c7,FAIRFIELD INDUSTRIES,1111 GILLINGHAM LANE,SUGAR LAND  TEXAS  77478,US
a0:e2:5a,"Amicus SK, s.r.o.",Koreszkova 9,Skalica  Trnavsky kraj  90901,SK
84:9d:c5,Centera Photonics Inc.,"3F, No 6-3 Dusing Rd.",Hsinchu  Taiwan  30078,TW
58:09:43,Private,,24-2F-FA   (hex)		Toshiba Global Commerce Solutions,242FFA     (base 16)		Toshiba Global Commerce Solutions
e4:96:ae,ALTOGRAPHICS Inc.,Daegu Venture Center 13F,Daegu  701-020,KR
4c:22:58,"cozybit, Inc.",605 Market Street,San Francisco  CA  94105,US
ec:fc:55,A. Eberle GmbH & Co. KG,Frankenstrasse 160,Nuernberg  Bavaria  90461,DE
78:99:5c,Nationz Technologies Inc,"12F,Tower Building #3,China Academy of Science and Technology Development,Gaoxin South Ave.1",Shen Zhen  GuangDong  518057,CN
54:11:5f,Atamo Pty Ltd,21 River Road,Bayswater  WA  6156,AU
8c:ae:4c,Plugable Technologies,40 Lake Bellevue Dr.,Bellevue  WA  98005,US
68:51:b7,"PowerCloud Systems, Inc.",3333 Coyote Hill Rd,Palo Alto  CA  94304,US
1c:95:9f,Veethree Electronics And Marine LLC,2050 47th Terrace East,Bradenton  Florida  34203,US
70:38:11,Siemens Mobility Limited,17 Langley Park Way,Chippenham  Wiltshire  SN15 1GG,GB
cc:4b:fb,Hellberg Safety AB,Stakebergsvagen 2,Stenkullen    44361,SE
f4:94:66,"CountMax, ltd",11 Titova str.,poselok Lesnoy  Moscowskaya oblast  141231,RU
f4:52:14,"Mellanox Technologies, Inc.","350 Oakmead Parkway, Suite 100",Sunnyvale  CA  94085,US
10:f4:9a,T3 Innovation,808 Calle Plano,Camarillo  CA  93012,US
3c:57:bd,Kessler Crane Inc.,602 East Jefferson St,Plymouth  Indidana  46563,US
04:e9:e5,"PJRC.COM, LLC",14723 SW Brooke Ct,Sherwood  Oregon  97140,US
60:bd:91,Move Innovation,"Generatorvej 8B,st",Herlev  DK  2730,DK
34:c8:03,Nokia Corporation,Elektroniikkatie 10,Oulu    90570,FI
f0:5f:5a,Getriebebau NORD GmbH and Co. KG,Rudolf-Diesel-Strasse 1,Bargteheide  Schleswig-Holstein  22941,DE
6c:ad:ef,"KZ Broadband Technologies, Ltd.",1601 Tower C,Shenzhen  Guangdong  518057,CN
74:5f:ae,TSL PPL,"Units 1-2, First Avenue",Marlow  Buckinghamshire  SL7 1YA,GB
74:2d:0a,Norfolk Elektronik AG,Luzernstrasse 12,Eschenbach  LU  6274,CH
48:5a:3f,WISOL,"373-7, Gajang-dong",Osan-si  Gyeonggi-do  447-210,KR
70:f1:e5,Xetawave LLC,1668 Valtec Lane,Boulder  CO  80301,US
c0:aa:68,OSASI Technos Inc.,"65-3, Hongu-cho,","Kochi-shi, Kochi-ken     780-0945",JP
88:d7:bc,DEP Company,"Poryadkovy pereulok,21",Moscow    127055,RU
0c:c6:55,"Wuxi YSTen Technology Co.,Ltd.","Room 1801,18F, North Star Times Tower,",Chaoyang District  Beijing  100101,CN
28:9e:df,"Danfoss Turbocor Compressors, Inc",1769 E. Paul Dirac Ave.,Tallahassee  Florida  32310,US
80:3f:d6,bytes at work AG,Konradstrasse 15,Winterthur  ZH  8400,CH
cc:26:2d,"Verifi, LLC",9466 Meridian Way,West Chester   OH  45069,US
3c:8a:e5,"Tensun Information Technology(Hangzhou) Co.,LTD","Room 207,Building 5,Wensan Road",Hangzhou  Zhejiang  310013,CN
7c:01:87,"Curtis Instruments, Inc.",200 Kisco Avenue,Mt Kisco  NY  10549,US
54:f6:66,Berthold Technologies GmbH and Co.KG,Calmbacher Strasse 22,Bad Wildbad    75323,DE
1c:11:e1,Wartsila Finland Oy,Jarvikatu 2-4,Vaasa  Western Finland  65101,FI
50:46:5d,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan",Taipei  Taiwan  112,TW
74:bf:a1,HYUNTECK,"#603 107-Dong, Jugong Apt., Changhyeon-ri, Hwado-eup",Namyangju-si  Gyeonggi-do  472-779,KR
2c:5a:a3,PROMATE ELECTRONIC CO.LTD,"4F 32,SEC.1 HUAN SHAN RD.,NEI HU,",TAIPEI    114,TW
34:e0:cf,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China",shenzhen   guangdong  518057,CN
f8:22:85,"Cypress Technology CO., LTD.","6F-5, NO., 130 Jiankang Rd.,",Zhonghe Dist.  New Taipei City  23585,TW
24:ee:3a,Chengdu Yingji Electronic Hi-tech Co Ltd,No.3 South Herui Road Hi-tech Zone,Chengdu City  Sichuan  611731,CN
0c:c6:6a,Nokia Corporation,Elektroniikkatie 10,Oulu    90570,FI
74:27:3c,"ChangYang Technology (Nanjing) Co., LTD","NO.9 KaiCheng Road,QiLinTown",NanJing  JiangSu  211100,CN
08:7c:be,Quintic Corp.,"1600 Wyatt Dr., #8",Santa Clara  CA  95054,US
c4:ad:21,MEDIAEDGE Corporation,"23F Kobe Commerce, Industry and Trade Center Bldg.",Kobe  Hyogo  651-0083,JP
08:b7:38,Lite-On Technogy Corp.,"18F, 392, RueyKuang Road, Neihu,",Taipei    11492,TW
f8:aa:8a,"Axview Technology (Shenzhen) Co.,Ltd","NO 1, Mei Zhong Road, Futian District",SHENZHEN  GUANGDONG  518049,CN
b4:00:9c,CableWorld Ltd.,Kondorfa u. 6/B,Budapest    1112,HU
08:68:ea,"EITO ELECTRONICS CO., LTD.",1-34-1 Shinmeidai,Hamura-shi  Tokyo  205-0023,JP
e8:04:f3,"Throughtek Co., Ltd.","4F, no. 221, Chong-yang Rd.",Taipei    11573,TW
84:2b:bc,Modelleisenbahn GmbH,Plainbachstrasse 4,Bergheim    5101,AT
80:1d:aa,Avaya Inc,360 Mt Kemble Ave,Morristown  NJ  07960,US
7c:09:2b,Bekey A/S,Bredebjergvej 6,Taastrup    2630,DK
80:aa:a4,USAG,301 Goolsby Blvd,Deerfield Beach  FL  33442,US
a4:0b:ed,"Carry Technology Co.,Ltd","4F, No.119, JianKang Road",Jhonghe Dist.  New Taipei City  23585,TW
70:23:93,fos4X GmbH,"Thalkirchner Str. 210, Geb. 6",81371 München,DE
f8:5f:2a,Nokia Corporation,Elektroniikkatie 10,Oulu    90570,FI
c4:38:d3,"TAGATEC CO.,LTD","#604, Dongmoon Goodmorning Tower 2,",Goyang-si  Kyunggi-do  410-704,KR
e8:5b:f0,Imaging Diagnostics,POB 698,Nes Ziona  N/A  74106,IL
04:4a:50,Ramaxel Technology (Shenzhen) limited company,"2-5/F,North Block Southeast Industrial and Commercial Building Houhai Road,Shekou Shenzhen",shenzhen  guangdong  518067,CN
38:a5:b6,"SHENZHEN MEGMEET ELECTRICAL CO.,LTD","5th Floor,Building B, Ziguang Information Harbor",Shenzhen  Guangdong  518057,CN
0c:d9:c1,Visteon Corporation,One Village Center Drive,Van Buren Twp  MI  48111,US
e0:aa:b0,"SUNTAILI ENTERPRISE CO. LTD,","No. 6 ALY 3,LN 64 XINGFU RD, XINZHUNAG DISTRICT",NEW TAIPEI CITY    242,TW
50:2e:ce,"Asahi Electronics Co.,Ltd",29-25 Kariyado,Kanagawa-ken  211-0022,JP
ac:14:d2,"wi-daq, inc.",850 NW Federal Hwy,Stuart  Florida  34994,US
68:ab:8a,RF IDeas,4020 Winnetka Ave,Rolling Meadows  IL  60008,US
9c:4c:ae,Mesa Labs,10 Evergreen Dr,Bozeman  MT  59715,US
08:5b:0e,"Fortinet, Inc.",899 Kifer Road,Sunnyvale  California  94086,US
ec:42:f0,"ADL Embedded Solutions, Inc.",4411 Morena Blvd.,San Diego  CA  92117,US
30:ae:f6,Radio Mobile Access,1 Elm Sq,Andover  MA  01870,US
6c:e4:ce,Villiger Security Solutions AG,Giessenmatt 2,Sins    5643,CH
e8:cb:a1,Nokia Corporation,Elektroniikkatie 10,Oulu    90570,FI
78:44:05,"FUJITU(HONG KONG) ELECTRONIC Co.,LTD.","8/F,QingHai Building,Xiang Mei Road,Futian District",SHENZHEN  GUANGDONG  518000,CN
64:9f:f7,Kone OYj,Myllykatu 3,Hyvinkaa  Hyvinkaa  05830,FI
14:6a:0b,Cypress Electronics Limited,"11/F., Block G, East Sun Industrial Centre, 16 Shing Yip Street,",Hong Kong  nil  nil,HK
f4:90:ea,Deciso B.V.,Edison 43,Midddelharnis  Zuid Holland  3241LS,NL
5c:ee:79,Global Digitech Co LTD,"1F., No.25, Aly.56, Ln. 245, Sec. 4, Bade Rd.,",Taipei  Taiwan  105,TW
80:ce:b1,Theissen Training Systems GmbH,Schuchardstrasse 3,Duesseldorf  NRW  40595,DE
fc:2a:54,"Connected Data, Inc.",2905 Stender Way,Santa Clara  CA  95054,US
78:25:44,Omnima Limited,Oxford Science Park,Oxford  Oxfordshire  OX4 4GP,GB
a4:18:75,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
c8:ae:9c,Shanghai TYD Elecronic Technology Co. Ltd,"21F, BLKB, NO.391 GuiPing Rd,",Shanghai  200233,CN
08:0c:c9,"Mission Technology Group, dba Magma",9918 Via Pasar,San Diego  CA  92126,US
c0:5e:79,"SHENZHEN HUAXUN ARK TECHNOLOGIES CO.,LTD","3F,C4 Building,Yintian Industrial Zone,Xixiang,Baoan District",shenzhen  guangdong  518102,CN
58:bf:ea,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
fc:1d:59,I Smart Cities HK Ltd,"Unit G,10/F,Phase 2,Yip Fat IND",73-75,HK
78:c4:ab,"Shenzhen Runsil Technology Co.,Ltd","4/F., Yuhua Building A, Yangmen Industrial Park,",Shenzhen  GuangDong  518055,CN
c4:01:b1,SeekTech INC,3855 Ruffin Road,San Diego  California  92123,US
c0:c9:46,MITSUYA LABORATORIES INC.,6-31-18,KAWASAKI-CITY  KANAGAWA  215-0021,JP
f4:60:0d,"Panoptic Technology, Inc",587 W Eau Gallie Blvd,Melbourne  FL  32935,US
a8:2b:d6,"Shina System Co., Ltd","3305, O'BizTower, 126, Beolmal-ro,",Anyang-Si  Gyeounggi-Do  431-763,KR
ac:cf:23,"Hi-flying electronics technology Co.,Ltd","Room B101,456 BiBo Raod,PuDong",Shanghai  201200,CN
cc:91:2b,TE Connectivity Touch Solutions,2245 Brighton Henrietta Town Line Road,Rochester  New York  14623,US
60:90:84,DSSD Inc,4025 Bohannon Dr,Menlo Park  CA  94025,US
80:2a:fa,Germaneers GmbH,Dr.-Kurt-Schumacher-Ring 3,Wettstetten  Bayern  85139,DE
18:42:1d,Private,,28-C9-14   (hex)		Taimag Corporation,28C914     (base 16)		Taimag Corporation
20:c1:af,"i Wit Digital Co., Limited","303,Buiding1,Nanhai Ecool Innovation Park,",Shenzhen  GuangDong  518000,US
74:93:a4,Zebra Technologies Corp.,20314 Seneca Meadows Parkway,Germantown  Maryland  21771,US
e4:71:85,Securifi Ltd,"16F-3, #482 Zhongxiao E Rd, Sec 5",Taipei    11083,TW
d0:57:85,"Pantech Co., Ltd.","110-1 Ongjeong-Ri, Tongjin-Eup",Gimpo-Si  Gyounggi-Do  415-865,KR
40:8b:07,"Actiontec Electronics, Inc",3301 Olcott St.,Santa Clara  CA  95054,US
04:5c:06,Zmodo Technology Corporation,1401 Interstate Dr,Champaign  IL  61822,US
74:7b:7a,ETH Inc.,"#202 Mazium BLG, 545-6, Dangjung-dong,",Gunpo-si  Gyeonggi-do  435-833,KR
48:ea:63,"Zhejiang Uniview Technologies Co., Ltd.","Eastcom Building C,Eastcom Avenue",Hangzhou  Zhejiang  310053,CN
e8:8d:f5,"ZNYX Networks, Inc.",48421 Milmont Drive,Fremont  CA  94538,US
6c:ae:8b,IBM Corporation,4400 North First Street,San Jose  CA  95134,US
bc:14:01,Hitron Technologies. Inc,"No. 1-8, Lising 1st Rd. Hsinchu Science Park, Hsinchu, 300, Taiwan, R.O.C",Hsin-chu  Taiwan  300,TW
94:ca:0f,Honeywell Analytics,2840 2nd Ave SE,Calgary  Alberta  T2A7X9,CA
40:16:fa,EKM Metering,363 Berkeley Way,Santa Cruz  CA  95062,US
0c:13:0b,Uniqoteq Ltd.,Lemminkaisenkatu 14-18 A,Turku    20520,FI
2c:54:2d,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
ac:3f:a4,"TAIYO YUDEN CO.,LTD","8-1, Sakae-cho",Takasaki-shi  Gunma  370-8522,JP
64:0e:94,"Pluribus Networks, Inc.",1808 Embarcadero Rd Suite B,Palo Alto  CA  94303,US
0c:b4:ef,"Digience Co.,Ltd.","204 Building for Growth, Gumi Electronics&Information Technology Research Institute, 17 Cheomdangieop-1ro,",Gumi  Gyeongbuk,KR
40:ac:8d,"Data Management, Inc.",3322 Loop 306,San Angelo  Texas  76904,US
4c:aa:16,AzureWave Technologies (Shanghai) Inc.,"No.8 Lane 66, Chenbao Road, Malu Town Jiading District",Shanghai    201801,CN
ac:40:ea,C&T Solution Inc.,"12F-1, No.700, Zhongzheng Rd., Zhonghe Dist.",New Taipei City  Taiwan   235,TW
00:2a:af,LARsys-Automation GmbH,Sinzinger Str. 3,Hochburg-Ach    5122,AT
1c:e1:65,Marshal Corporation,Field Three Sotokanda Bldg.,"5-3-6, Sotokanda, Chiyodaku  Tokyo  101-0021",JP
28:41:21,"OptiSense Network, LLC",1308 10th Street,Bridgeport  TX  76426,US
38:45:8c,MyCloud Technology corporation,"Room 705£¬Building F, Jiahua Building£¬",Beijing    100085,CN
10:e4:af,"APR, LLC",4800 US HWY 280 West,Opelika  AL  36801,US
2c:2d:48,bct electronic GesmbH,Saalachstraße 86a,Salzburg    5020,AT
90:f7:2f,"Phillips Machine & Welding Co., Inc.",16125 E. Gale Ave.,Industry  CA  91745,US
